signal_id,country,county,category,consumer_segment,time_period,observation_count,text,clicks,likes,comments,shares,saves,views,searches,hashtags,mentions,complaints,purchase_intent_phrases,repeated_engagement,ignored_content,delayed_responses,demand_classification,aggregate_demand_score,opportunity_score,emerging_trend_probability,unmet_demand_probability,market_gap,supply_shortage,scalability,competition_intensity,trend_direction
agg-00285,Kenya,Nairobi,clean_energy,budget_seekers,2026-Q3,91,aggregate posts mention solar kits battery replacement repair support reliable power in Nairobi; budget_seekers are searching and evaluating options; complaints delays and unmet need,76,29,7,4,13,951,46,5,7,1,6,18,34,0,Low demand,0.4914,0.5276,0.6276,0.5904,0.5904,0.6636,0.9622,0.62,stable
agg-00286,Kenya,Nairobi,clean_energy,growth_smes,2026-Q3,114,county-level comments discuss solar kits battery replacement repair support reliable power in Nairobi; growth_smes are ready to buy comparing suppliers; positive discovery and saves,173,43,16,20,18,1444,97,20,7,0,24,63,17,0,High demand,0.8538,0.6058,0.7058,0.1259,0.1259,0.1305,1.0,0.5105,rising
agg-00287,Kenya,Nairobi,clean_energy,urban_youth,2026-Q3,59,county-level comments discuss solar kits battery replacement repair support reliable power in Nairobi; urban_youth are searching and evaluating options; positive discovery and saves,98,39,17,7,13,487,14,2,1,0,1,45,14,0,High demand,0.8492,0.5083,0.6083,0.1704,0.1704,0.1367,1.0,0.4214,rising
agg-00288,Kenya,Nairobi,clean_energy,rural_producers,2026-Q3,122,aggregate posts mention solar kits battery replacement repair support reliable power in Nairobi; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,42,16,5,4,4,678,77,10,6,0,9,9,43,0,Unmet demand,0.6537,0.7674,0.8674,1.0,1.0,0.9734,1.0,0.5063,rising
agg-00289,Kenya,Nairobi,digital_services,budget_seekers,2026-Q3,310,county-level comments discuss online payments analytics dashboard mobile onboarding in Nairobi; budget_seekers are ready to buy comparing suppliers; complaints delays and unmet need,731,345,127,105,134,4584,188,14,44,3,31,167,332,2,Moderate demand,0.707,0.6355,0.7355,0.5499,0.5499,0.6093,1.0,0.4104,rising
agg-00290,Kenya,Nairobi,digital_services,growth_smes,2026-Q3,131,aggregate posts mention online payments analytics dashboard mobile onboarding in Nairobi; growth_smes are ready to buy comparing suppliers; positive discovery and saves,199,47,17,14,13,1930,58,11,14,0,10,39,29,0,High demand,0.771,0.5137,0.6137,0.188,0.188,0.1748,1.0,0.4257,rising
agg-00291,Kenya,Nairobi,digital_services,urban_youth,2026-Q3,190,anonymous hashtags show online payments analytics dashboard mobile onboarding in Nairobi; urban_youth are ready to buy comparing suppliers; positive discovery and saves,633,315,87,87,36,2706,107,21,19,2,15,315,22,1,High demand,1.0,0.5979,0.6979,0.0486,0.0486,0.0728,1.0,0.4141,rising
agg-00292,Kenya,Nairobi,digital_services,rural_producers,2026-Q3,223,aggregate posts mention online payments analytics dashboard mobile onboarding in Nairobi; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,175,50,17,9,26,2568,97,15,24,0,13,60,114,0,Unmet demand,0.6892,0.6917,0.7917,0.8312,0.8312,0.8406,1.0,0.5121,rising
agg-00293,Kenya,Nairobi,retail,budget_seekers,2026-Q3,272,anonymous hashtags show fair prices product availability delivery reliability in Nairobi; budget_seekers are ready to buy comparing suppliers; positive discovery and saves,322,158,18,30,29,3097,93,9,7,1,13,50,83,1,Low demand,0.5199,0.4301,0.5301,0.35,0.35,0.414,1.0,0.4613,stable
agg-00294,Kenya,Nairobi,retail,growth_smes,2026-Q3,244,aggregate posts mention fair prices product availability delivery reliability in Nairobi; growth_smes are searching and evaluating options; positive discovery and saves,202,100,34,29,10,2362,84,18,12,0,5,83,59,1,Moderate demand,0.7001,0.519,0.619,0.3559,0.3559,0.3014,1.0,0.5201,rising
agg-00295,Kenya,Nairobi,retail,urban_youth,2026-Q3,254,aggregate posts mention fair prices product availability delivery reliability in Nairobi; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,358,184,14,15,41,2874,184,12,33,1,41,43,165,0,Unmet demand,0.7094,0.6833,0.7833,0.6247,0.6247,0.7085,1.0,0.5318,rising
agg-00296,Kenya,Nairobi,retail,rural_producers,2026-Q3,247,anonymous hashtags show fair prices product availability delivery reliability in Nairobi; rural_producers are ready to buy comparing suppliers; positive discovery and saves,74,16,10,9,6,1029,96,5,20,1,9,22,24,0,Moderate demand,0.524,0.4631,0.5631,0.4167,0.4167,0.5302,1.0,0.5848,stable
agg-00297,Kenya,Nairobi,transport,budget_seekers,2026-Q3,131,county-level comments discuss route reliability parcel tracking last mile access in Nairobi; budget_seekers are searching and evaluating options; complaints delays and unmet need,53,11,8,5,5,938,25,1,3,1,3,13,79,0,Unmet demand,0.4678,0.5989,0.6989,1.0,1.0,0.9886,0.9691,0.6256,stable
agg-00298,Kenya,Nairobi,transport,growth_smes,2026-Q3,263,aggregate posts mention route reliability parcel tracking last mile access in Nairobi; growth_smes are ready to buy comparing suppliers; complaints delays and unmet need,289,144,36,20,60,3704,80,11,19,1,11,65,176,1,Unmet demand,0.694,0.6486,0.7486,0.7668,0.7668,0.8023,1.0,0.4368,rising
agg-00299,Kenya,Nairobi,transport,urban_youth,2026-Q3,116,aggregate posts mention route reliability parcel tracking last mile access in Nairobi; urban_youth are searching and evaluating options; positive discovery and saves,29,14,3,3,5,486,44,8,3,0,4,6,9,0,Moderate demand,0.5453,0.4639,0.5639,0.3937,0.3937,0.4098,1.0,0.6199,stable
agg-00300,Kenya,Nairobi,transport,rural_producers,2026-Q3,305,aggregate posts mention route reliability parcel tracking last mile access in Nairobi; rural_producers are ready to buy comparing suppliers; positive discovery and saves,542,195,78,43,47,3751,62,11,4,3,10,60,165,1,Moderate demand,0.658,0.4822,0.5822,0.3816,0.3816,0.492,1.0,0.4638,rising
agg-00301,Kenya,Mombasa,agri_inputs,budget_seekers,2026-Q3,77,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Mombasa; budget_seekers are searching and evaluating options; complaints delays and unmet need,13,5,1,0,0,326,21,4,3,0,2,1,37,0,Low demand,0.375,0.5691,0.6691,1.0,1.0,0.9957,0.9671,0.4972,stable
agg-00302,Kenya,Mombasa,agri_inputs,growth_smes,2026-Q3,295,aggregate posts mention seed quality fertilizer access harvest timing farm input supply in Mombasa; growth_smes are ready to buy comparing suppliers; complaints delays and unmet need,330,104,25,22,55,3120,96,14,11,2,9,74,194,0,Unmet demand,0.6046,0.6116,0.7116,0.773,0.773,0.8336,1.0,0.4145,rising
agg-00303,Kenya,Mombasa,agri_inputs,urban_youth,2026-Q3,66,anonymous hashtags show seed quality fertilizer access harvest timing farm input supply in Mombasa; urban_youth are searching and evaluating options; positive discovery and saves,77,16,11,8,13,477,11,1,0,0,0,17,26,0,Moderate demand,0.6743,0.4943,0.5943,0.4136,0.4136,0.4735,1.0,0.415,rising
agg-00304,Kenya,Mombasa,agri_inputs,rural_producers,2026-Q3,234,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Mombasa; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,230,111,33,26,49,1671,61,6,8,6,11,73,83,2,Moderate demand,0.588,0.4939,0.5939,0.4844,0.4844,0.4678,1.0,0.4125,stable
agg-00305,Kenya,Mombasa,clean_energy,budget_seekers,2026-Q3,90,anonymous hashtags show solar kits battery replacement repair support reliable power in Mombasa; budget_seekers are searching and evaluating options; complaints delays and unmet need,63,12,9,4,4,761,14,0,1,2,1,14,67,1,Low demand,0.4134,0.5664,0.6664,1.0,1.0,1.0,0.9406,0.4907,stable
agg-00306,Kenya,Mombasa,clean_energy,growth_smes,2026-Q3,117,aggregate posts mention solar kits battery replacement repair support reliable power in Mombasa; growth_smes are ready to buy comparing suppliers; complaints delays and unmet need,40,11,3,2,3,588,73,7,13,0,9,8,34,0,Unmet demand,0.6017,0.7411,0.8411,1.0,1.0,1.0,1.0,0.4888,rising
agg-00307,Kenya,Mombasa,clean_energy,urban_youth,2026-Q3,252,aggregate posts mention solar kits battery replacement repair support reliable power in Mombasa; urban_youth are ready to buy comparing suppliers; positive discovery and saves,369,139,30,36,70,2662,130,9,26,2,25,91,43,0,Moderate demand,0.6105,0.4396,0.5396,0.1579,0.1579,0.2601,1.0,0.5213,stable
agg-00308,Kenya,Mombasa,clean_energy,rural_producers,2026-Q3,298,anonymous hashtags show solar kits battery replacement repair support reliable power in Mombasa; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,289,139,33,33,48,2618,108,12,9,1,25,63,194,2,Unmet demand,0.6219,0.655,0.755,0.8565,0.8565,0.7882,1.0,0.4856,rising
agg-00309,Kenya,Mombasa,digital_services,budget_seekers,2026-Q3,138,county-level comments discuss online payments analytics dashboard mobile onboarding in Mombasa; budget_seekers are ready to buy comparing suppliers; complaints delays and unmet need,95,36,3,3,17,1695,71,3,18,0,12,24,139,0,Unmet demand,0.5164,0.6805,0.7805,1.0,1.0,1.0,0.9965,0.4758,stable
agg-00310,Kenya,Mombasa,digital_services,growth_smes,2026-Q3,128,aggregate posts mention online payments analytics dashboard mobile onboarding in Mombasa; growth_smes are ready to buy comparing suppliers; positive discovery and saves,350,158,59,40,20,2195,69,9,12,2,17,77,48,0,High demand,0.8998,0.5871,0.6871,0.1711,0.1711,0.1329,1.0,0.5751,rising
agg-00311,Kenya,Mombasa,digital_services,urban_youth,2026-Q3,201,county-level comments discuss online payments analytics dashboard mobile onboarding in Mombasa; urban_youth are ready to buy comparing suppliers; positive discovery and saves,265,94,24,37,48,2356,63,6,11,0,11,32,24,0,High demand,0.8045,0.4821,0.5821,0.1163,0.1163,0.1057,1.0,0.4353,rising
agg-00312,Kenya,Mombasa,digital_services,rural_producers,2026-Q3,84,aggregate posts mention online payments analytics dashboard mobile onboarding in Mombasa; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,73,20,3,5,6,651,41,2,7,0,10,14,26,0,Moderate demand,0.6497,0.5625,0.6625,0.4789,0.4789,0.4549,1.0,0.5137,rising
agg-00313,Kenya,Mombasa,retail,budget_seekers,2026-Q3,184,county-level comments discuss fair prices product availability delivery reliability in Mombasa; budget_seekers are searching and evaluating options; complaints delays and unmet need,137,49,19,5,12,1624,79,10,9,2,7,26,97,1,Unmet demand,0.4974,0.6212,0.7212,0.8974,0.8974,0.9579,1.0,0.5553,stable
agg-00314,Kenya,Mombasa,retail,growth_smes,2026-Q3,98,county-level comments discuss fair prices product availability delivery reliability in Mombasa; growth_smes are searching and evaluating options; complaints delays and unmet need,118,46,7,15,14,1145,49,10,12,0,3,25,84,0,Unmet demand,0.6024,0.699,0.799,0.9408,0.9408,0.9851,1.0,0.5095,rising
agg-00315,Kenya,Mombasa,retail,urban_youth,2026-Q3,89,county-level comments discuss fair prices product availability delivery reliability in Mombasa; urban_youth are searching and evaluating options; complaints delays and unmet need,36,15,1,3,7,701,21,1,5,0,3,5,14,0,Low demand,0.497,0.4611,0.5611,0.5297,0.5297,0.5581,1.0,0.5205,stable
agg-00316,Kenya,Mombasa,retail,rural_producers,2026-Q3,228,aggregate posts mention fair prices product availability delivery reliability in Mombasa; rural_producers are searching and evaluating options; complaints delays and unmet need,151,52,25,21,24,1454,46,3,9,1,4,30,97,1,Unmet demand,0.5489,0.5675,0.6675,0.7875,0.7875,0.8157,0.9535,0.5916,stable
agg-00317,Kenya,Mombasa,transport,budget_seekers,2026-Q3,51,aggregate posts mention route reliability parcel tracking last mile access in Mombasa; budget_seekers are searching and evaluating options; complaints delays and unmet need,19,7,2,2,3,237,21,2,3,0,2,2,14,0,Low demand,0.445,0.6051,0.7051,0.9333,0.9333,0.9344,0.8956,0.4762,stable
agg-00318,Kenya,Mombasa,transport,growth_smes,2026-Q3,161,county-level comments discuss route reliability parcel tracking last mile access in Mombasa; growth_smes are ready to buy comparing suppliers; positive discovery and saves,114,46,11,15,13,1102,99,13,16,1,18,20,26,0,Moderate demand,0.6734,0.5367,0.6367,0.3024,0.3024,0.2581,1.0,0.6153,rising
agg-00319,Kenya,Mombasa,transport,urban_youth,2026-Q3,167,aggregate posts mention route reliability parcel tracking last mile access in Mombasa; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,127,29,10,10,23,817,87,15,8,0,15,12,65,0,Unmet demand,0.6567,0.6348,0.7348,0.6642,0.6642,0.7754,1.0,0.6049,rising
agg-00320,Kenya,Mombasa,transport,rural_producers,2026-Q3,316,anonymous hashtags show route reliability parcel tracking last mile access in Mombasa; rural_producers are ready to buy comparing suppliers; positive discovery and saves,328,142,32,16,35,3139,128,25,13,6,23,69,59,1,Moderate demand,0.5289,0.414,0.514,0.2567,0.2567,0.1889,0.938,0.3832,stable
agg-00321,Kenya,Kisumu,agri_inputs,budget_seekers,2026-Q3,202,aggregate posts mention seed quality fertilizer access harvest timing farm input supply in Kisumu; budget_seekers are searching and evaluating options; complaints delays and unmet need,65,26,3,9,9,884,31,4,2,0,2,8,57,0,Low demand,0.3766,0.5484,0.6484,1.0,1.0,1.0,0.7765,0.3873,stable
agg-00322,Kenya,Kisumu,agri_inputs,growth_smes,2026-Q3,245,anonymous hashtags show seed quality fertilizer access harvest timing farm input supply in Kisumu; growth_smes are searching and evaluating options; complaints delays and unmet need,197,68,29,22,15,2522,42,4,7,1,3,29,163,0,Unmet demand,0.5866,0.6524,0.7524,1.0,1.0,0.9201,1.0,0.4021,rising
agg-00323,Kenya,Kisumu,agri_inputs,urban_youth,2026-Q3,227,anonymous hashtags show seed quality fertilizer access harvest timing farm input supply in Kisumu; urban_youth are searching and evaluating options; complaints delays and unmet need,70,29,6,5,6,1687,70,4,5,0,5,9,59,0,Unmet demand,0.4806,0.6262,0.7262,1.0,1.0,0.9555,1.0,0.4272,stable
agg-00324,Kenya,Kisumu,agri_inputs,rural_producers,2026-Q3,127,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Kisumu; rural_producers are searching and evaluating options; complaints delays and unmet need,49,26,6,2,5,1210,27,3,2,0,2,5,26,0,Low demand,0.4352,0.4722,0.5722,0.6618,0.6618,0.583,0.9544,0.5167,stable
agg-00325,Kenya,Kisumu,clean_energy,budget_seekers,2026-Q3,126,anonymous hashtags show solar kits battery replacement repair support reliable power in Kisumu; budget_seekers are searching and evaluating options; complaints delays and unmet need,39,18,3,2,5,774,31,6,6,0,3,8,44,0,Low demand,0.3977,0.5752,0.6752,1.0,1.0,0.9552,1.0,0.3843,stable
agg-00326,Kenya,Kisumu,clean_energy,growth_smes,2026-Q3,57,anonymous hashtags show solar kits battery replacement repair support reliable power in Kisumu; growth_smes are searching and evaluating options; complaints delays and unmet need,58,17,6,2,5,765,29,4,6,0,4,19,24,0,Moderate demand,0.6287,0.5718,0.6718,0.525,0.525,0.5463,1.0,0.5182,rising
agg-00327,Kenya,Kisumu,clean_energy,urban_youth,2026-Q3,115,anonymous hashtags show solar kits battery replacement repair support reliable power in Kisumu; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,81,39,8,9,10,1053,64,5,11,0,11,22,30,0,Moderate demand,0.5606,0.5297,0.6297,0.4719,0.4719,0.399,1.0,0.4763,stable
agg-00328,Kenya,Kisumu,clean_energy,rural_producers,2026-Q3,173,anonymous hashtags show solar kits battery replacement repair support reliable power in Kisumu; rural_producers are searching and evaluating options; positive discovery and saves,103,44,9,10,15,1099,41,4,9,0,5,12,32,0,Moderate demand,0.5519,0.4436,0.5436,0.4,0.4,0.4022,1.0,0.5176,stable
agg-00329,Kenya,Kisumu,digital_services,budget_seekers,2026-Q3,212,aggregate posts mention online payments analytics dashboard mobile onboarding in Kisumu; budget_seekers are searching and evaluating options; complaints delays and unmet need,132,28,16,17,25,1667,76,6,15,1,8,29,111,1,Unmet demand,0.4992,0.6441,0.7441,1.0,1.0,0.9252,1.0,0.5571,stable
agg-00330,Kenya,Kisumu,digital_services,growth_smes,2026-Q3,262,aggregate posts mention online payments analytics dashboard mobile onboarding in Kisumu; growth_smes are ready to buy comparing suppliers; positive discovery and saves,370,140,27,34,41,3042,130,22,20,1,29,110,114,1,Moderate demand,0.6681,0.5491,0.6491,0.4091,0.4091,0.3588,1.0,0.3805,rising
agg-00331,Kenya,Kisumu,digital_services,urban_youth,2026-Q3,133,county-level comments discuss online payments analytics dashboard mobile onboarding in Kisumu; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,148,52,12,5,20,1188,75,4,16,0,14,24,70,0,Moderate demand,0.7046,0.648,0.748,0.6125,0.6125,0.6338,1.0,0.4101,rising
agg-00332,Kenya,Kisumu,digital_services,rural_producers,2026-Q3,307,county-level comments discuss online payments analytics dashboard mobile onboarding in Kisumu; rural_producers are ready to buy comparing suppliers; complaints delays and unmet need,245,107,43,8,22,1602,158,32,25,5,31,82,89,1,Moderate demand,0.7121,0.5915,0.6915,0.4618,0.4618,0.5422,1.0,0.3984,rising
agg-00333,Kenya,Kisumu,retail,budget_seekers,2026-Q3,107,anonymous hashtags show fair prices product availability delivery reliability in Kisumu; budget_seekers are searching and evaluating options; complaints delays and unmet need,14,2,1,0,1,582,19,4,3,0,1,1,15,0,Declining demand,0.3068,0.5192,0.6192,1.0,1.0,1.0,0.8798,0.5372,stable
agg-00334,Kenya,Kisumu,retail,growth_smes,2026-Q3,275,aggregate posts mention fair prices product availability delivery reliability in Kisumu; growth_smes are ready to buy comparing suppliers; complaints delays and unmet need,79,24,7,6,15,2024,118,19,25,0,9,11,196,0,Unmet demand,0.4597,0.6379,0.7379,1.0,1.0,0.9834,1.0,0.5188,stable
agg-00335,Kenya,Kisumu,retail,urban_youth,2026-Q3,303,county-level comments discuss fair prices product availability delivery reliability in Kisumu; urban_youth are ready to buy comparing suppliers; positive discovery and saves,313,119,17,10,42,2477,123,16,9,2,9,67,78,0,Moderate demand,0.5654,0.4599,0.5599,0.3394,0.3394,0.2739,0.9676,0.5674,stable
agg-00336,Kenya,Kisumu,retail,rural_producers,2026-Q3,163,aggregate posts mention fair prices product availability delivery reliability in Kisumu; rural_producers are searching and evaluating options; complaints delays and unmet need,64,19,8,8,13,706,22,4,4,0,1,10,75,1,Low demand,0.4012,0.5569,0.6569,1.0,1.0,1.0,0.9484,0.4497,stable
agg-00337,Kenya,Kisumu,transport,budget_seekers,2026-Q3,85,anonymous hashtags show route reliability parcel tracking last mile access in Kisumu; budget_seekers are searching and evaluating options; complaints delays and unmet need,43,23,5,4,5,524,10,1,0,0,1,6,23,0,Unmet demand,0.4577,0.469,0.569,0.6708,0.6708,0.6137,1.0,0.511,stable
agg-00338,Kenya,Kisumu,transport,growth_smes,2026-Q3,59,county-level comments discuss route reliability parcel tracking last mile access in Kisumu; growth_smes are searching and evaluating options; positive discovery and saves,70,37,5,6,6,766,17,2,4,0,0,14,14,0,Moderate demand,0.6221,0.4393,0.5393,0.2613,0.2613,0.2158,1.0,0.5213,rising
agg-00339,Kenya,Kisumu,transport,urban_youth,2026-Q3,243,anonymous hashtags show route reliability parcel tracking last mile access in Kisumu; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,309,79,28,9,58,3356,63,9,10,1,11,55,236,2,Unmet demand,0.5811,0.6632,0.7632,0.9929,0.9929,1.0,1.0,0.5615,rising
agg-00340,Kenya,Kisumu,transport,rural_producers,2026-Q3,329,county-level comments discuss route reliability parcel tracking last mile access in Kisumu; rural_producers are searching and evaluating options; complaints delays and unmet need,176,61,26,12,17,2395,46,8,8,2,4,21,93,0,Low demand,0.4298,0.4553,0.5553,0.6584,0.6584,0.7473,0.9427,0.415,stable
agg-00341,Kenya,Nakuru,agri_inputs,budget_seekers,2026-Q3,164,aggregate posts mention seed quality fertilizer access harvest timing farm input supply in Nakuru; budget_seekers are searching and evaluating options; complaints delays and unmet need,55,23,4,3,10,1325,35,2,6,0,5,7,104,0,Low demand,0.4091,0.5748,0.6748,1.0,1.0,0.9961,0.9015,0.3801,stable
agg-00342,Kenya,Nakuru,agri_inputs,growth_smes,2026-Q3,159,aggregate posts mention seed quality fertilizer access harvest timing farm input supply in Nakuru; growth_smes are searching and evaluating options; complaints delays and unmet need,72,28,5,5,14,857,78,13,9,0,8,20,82,0,Unmet demand,0.5485,0.6916,0.7916,1.0,1.0,1.0,1.0,0.5804,stable
agg-00343,Kenya,Nakuru,agri_inputs,urban_youth,2026-Q3,255,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Nakuru; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,119,64,16,15,11,1223,107,22,18,2,15,28,54,1,Moderate demand,0.5483,0.5397,0.6397,0.5911,0.5911,0.6439,0.9567,0.485,stable
agg-00344,Kenya,Nakuru,agri_inputs,rural_producers,2026-Q3,212,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Nakuru; rural_producers are ready to buy comparing suppliers; positive discovery and saves,258,49,22,25,40,2437,93,18,24,1,16,24,57,1,Moderate demand,0.5612,0.4486,0.5486,0.295,0.295,0.2477,1.0,0.4221,stable
agg-00345,Kenya,Nakuru,clean_energy,budget_seekers,2026-Q3,224,anonymous hashtags show solar kits battery replacement repair support reliable power in Nakuru; budget_seekers are ready to buy comparing suppliers; complaints delays and unmet need,156,30,7,16,22,1670,87,11,15,1,11,21,97,0,Unmet demand,0.4931,0.5928,0.6928,0.8417,0.8417,0.9204,1.0,0.4592,stable
agg-00346,Kenya,Nakuru,clean_energy,growth_smes,2026-Q3,281,anonymous hashtags show solar kits battery replacement repair support reliable power in Nakuru; growth_smes are ready to buy comparing suppliers; positive discovery and saves,401,194,68,53,32,2671,226,21,46,1,54,158,32,2,High demand,0.8081,0.5682,0.6682,0.1045,0.1045,0.1438,1.0,0.5704,rising
agg-00347,Kenya,Nakuru,clean_energy,urban_youth,2026-Q3,128,anonymous hashtags show solar kits battery replacement repair support reliable power in Nakuru; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,73,35,10,4,5,1294,74,9,8,1,13,21,121,0,Unmet demand,0.5331,0.6999,0.7999,1.0,1.0,1.0,1.0,0.5274,stable
agg-00348,Kenya,Nakuru,clean_energy,rural_producers,2026-Q3,121,county-level comments discuss solar kits battery replacement repair support reliable power in Nakuru; rural_producers are searching and evaluating options; complaints delays and unmet need,108,57,16,8,19,1036,18,0,2,1,1,28,40,0,Moderate demand,0.526,0.4366,0.5366,0.4629,0.4629,0.4413,0.9258,0.4486,stable
agg-00349,Kenya,Nakuru,digital_services,budget_seekers,2026-Q3,105,anonymous hashtags show online payments analytics dashboard mobile onboarding in Nakuru; budget_seekers are searching and evaluating options; complaints delays and unmet need,56,17,7,5,4,1014,29,1,4,1,5,12,35,0,Unmet demand,0.5286,0.5755,0.6755,0.8,0.8,0.9084,1.0,0.5109,stable
agg-00350,Kenya,Nakuru,digital_services,growth_smes,2026-Q3,287,aggregate posts mention online payments analytics dashboard mobile onboarding in Nakuru; growth_smes are searching and evaluating options; positive discovery and saves,375,85,52,48,42,3253,80,11,12,5,7,135,111,0,High demand,0.7302,0.53,0.63,0.3803,0.3803,0.4359,1.0,0.4669,rising
agg-00351,Kenya,Nakuru,digital_services,urban_youth,2026-Q3,291,county-level comments discuss online payments analytics dashboard mobile onboarding in Nakuru; urban_youth are ready to buy comparing suppliers; complaints delays and unmet need,385,98,63,14,48,4311,90,18,9,4,10,113,132,4,Moderate demand,0.6253,0.5045,0.6045,0.4375,0.4375,0.4742,1.0,0.5083,rising
agg-00352,Kenya,Nakuru,digital_services,rural_producers,2026-Q3,277,county-level comments discuss online payments analytics dashboard mobile onboarding in Nakuru; rural_producers are ready to buy comparing suppliers; positive discovery and saves,299,157,52,13,51,2147,201,41,38,5,36,38,57,1,High demand,0.7288,0.5659,0.6659,0.2513,0.2513,0.3102,1.0,0.5015,rising
agg-00353,Kenya,Nakuru,retail,budget_seekers,2026-Q3,254,aggregate posts mention fair prices product availability delivery reliability in Nakuru; budget_seekers are ready to buy comparing suppliers; complaints delays and unmet need,235,76,13,29,28,2007,85,14,10,1,10,19,137,1,Unmet demand,0.4869,0.5607,0.6607,0.7847,0.7847,0.728,0.9033,0.4171,stable
agg-00354,Kenya,Nakuru,retail,growth_smes,2026-Q3,140,county-level comments discuss fair prices product availability delivery reliability in Nakuru; growth_smes are searching and evaluating options; positive discovery and saves,44,20,5,3,2,636,68,7,18,0,8,13,13,0,Moderate demand,0.5643,0.4846,0.5846,0.3714,0.3714,0.464,1.0,0.4907,stable
agg-00355,Kenya,Nakuru,retail,urban_youth,2026-Q3,123,county-level comments discuss fair prices product availability delivery reliability in Nakuru; urban_youth are searching and evaluating options; complaints delays and unmet need,35,18,3,2,4,492,25,4,2,0,2,8,28,0,Unmet demand,0.5256,0.6289,0.7289,1.0,1.0,1.0,1.0,0.5129,stable
agg-00356,Kenya,Nakuru,retail,rural_producers,2026-Q3,71,anonymous hashtags show fair prices product availability delivery reliability in Nakuru; rural_producers are searching and evaluating options; complaints delays and unmet need,32,11,4,1,2,721,23,4,4,0,3,7,60,0,Low demand,0.4255,0.6025,0.7025,1.0,1.0,1.0,0.9188,0.5509,stable
agg-00357,Kenya,Nakuru,transport,budget_seekers,2026-Q3,191,anonymous hashtags show route reliability parcel tracking last mile access in Nakuru; budget_seekers are searching and evaluating options; complaints delays and unmet need,88,32,6,13,6,1775,42,4,7,0,1,22,186,0,Low demand,0.4087,0.5757,0.6757,1.0,1.0,1.0,0.9489,0.4943,stable
agg-00358,Kenya,Nakuru,transport,growth_smes,2026-Q3,98,anonymous hashtags show route reliability parcel tracking last mile access in Nakuru; growth_smes are searching and evaluating options; complaints delays and unmet need,117,62,6,4,16,1071,32,5,5,1,5,14,52,0,Moderate demand,0.5469,0.5264,0.6264,0.6033,0.6033,0.6727,0.981,0.4884,stable
agg-00359,Kenya,Nakuru,transport,urban_youth,2026-Q3,125,county-level comments discuss route reliability parcel tracking last mile access in Nakuru; urban_youth are searching and evaluating options; positive discovery and saves,71,36,5,3,9,526,50,5,12,0,7,10,12,0,Moderate demand,0.5666,0.4191,0.5191,0.2211,0.2211,0.2696,1.0,0.4632,stable
agg-00360,Kenya,Nakuru,transport,rural_producers,2026-Q3,177,anonymous hashtags show route reliability parcel tracking last mile access in Nakuru; rural_producers are searching and evaluating options; complaints delays and unmet need,69,28,10,3,4,1515,63,3,10,2,7,15,199,0,Low demand,0.4019,0.597,0.697,1.0,1.0,1.0,0.8845,0.3962,stable
agg-00361,Kenya,Machakos,agri_inputs,budget_seekers,2026-Q3,235,aggregate posts mention seed quality fertilizer access harvest timing farm input supply in Machakos; budget_seekers are searching and evaluating options; complaints delays and unmet need,51,23,7,3,3,1167,34,3,3,0,4,4,161,1,Declining demand,0.3341,0.5264,0.6264,1.0,1.0,0.9471,0.7519,0.4919,stable
agg-00362,Kenya,Machakos,agri_inputs,growth_smes,2026-Q3,306,county-level comments discuss seed quality fertilizer access harvest timing farm input supply in Machakos; growth_smes are searching and evaluating options; positive discovery and saves,294,78,19,39,12,2529,139,25,20,2,8,59,63,2,Low demand,0.5032,0.4252,0.5252,0.2997,0.2997,0.3001,1.0,0.4394,stable
agg-00363,Kenya,Machakos,agri_inputs,urban_youth,2026-Q3,193,aggregate posts mention seed quality fertilizer access harvest timing farm input supply in Machakos; urban_youth are searching and evaluating options; complaints delays and unmet need,44,9,4,6,3,946,68,5,13,0,6,3,58,0,Low demand,0.4414,0.6153,0.7153,1.0,1.0,1.0,0.9957,0.4177,stable
agg-00364,Kenya,Machakos,agri_inputs,rural_producers,2026-Q3,61,anonymous hashtags show seed quality fertilizer access harvest timing farm input supply in Machakos; rural_producers are searching and evaluating options; complaints delays and unmet need,29,14,2,3,2,400,12,2,3,0,1,2,30,0,Low demand,0.3946,0.5648,0.6648,1.0,1.0,0.9977,0.756,0.4283,stable
